Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Victoria Robbins,female,720-37-8693,Thu Mar 29 2007 18:34:33 GMT-0400 (Eastern Daylight Time),8359306871,MN,38671,v.robbinsobbins@of.info,Diners Club United States & Canada,5482xxxxxxxx7430,10/24,female,WTTP,2,$466.4,6,$4535.05,7,$8228.289999999999
Misses Celia Parsons,female,608-87-9059,Sun Jan 22 2006 11:20:56 GMT-0500 (Eastern Standard Time),8187258979,Michigan,70574,c.parsonsarsons@duzu.edu,Diners Club United States & Canada,5485xxxxxxxx3937,10/24,female,WOQF,1,$292.66,4,$2904.02,11,$8619.31
Christopher Summers,male,321-58-7446,8/6/2013,(862) 262-3966,Maine,54405-9270,c.summersummers@ohpet.gov,Visa,4938xxxxxxxx5514,12/26,male,WHMK,2,$1263.69,7,$4839.569999999999,9,$9866.539999999999
Nettie Walton,female,441-68-1281,12/3/2014,(566) 965-9523,Indiana,20659-7806,n.waltonalton@aba.gov,Discover Card,6011xxxxxxxx6048,05/25,female,WKRN,0,$0,2,$407.61,3,$2025.84
Bradley Sandoval,male,592-13-1511,Tue Dec 03 2013 11:24:24 GMT-0500 (Eastern Standard Time),(639) 341-4763,PA,00017,b.sandovalandoval@noime.nz,American Express,3481xxxxxxx8767,06/26,male,WGJV,3,$441.52,4,$3163.17,13,$7396.599999999999
Ralph Medina,male,392-65-8064,16/3/2011,(820) 616-5249,CO,08144-8448,r.medinaedina@mipru.com,Diners Club United States & Canada,5421xxxxxxxx8835,07/24,male,KIUQ,0,$0,4,$1613.83,5,$5015.43
Dr. Alex Williams,male,775-03-2382,Mon Sep 01 2014 12:33:53 GMT-0400 (Eastern Daylight Time),2124655317,Virginia,41147-4944,a.williamsilliams@vougig.org,Diners Club United States & Canada,5436xxxxxxxx4915,08/26,male,WCJK,1,$788.84,2,$1643.24,4,$4105.89
Doctor Lewis Lyons,male,744-91-9404,28/4/2011,4452351902,New Mexico,52315,l.Lyons@kikuf.gov,Visa,4964xxxxxxxx0805,03/17,male,KCWJ,3,$1706.09,4,$3655.5199999999995,10,$8671.95
Keith Black,male,393-81-6423,Mon Mar 21 2005 00:37:43 GMT-0400 (Eastern Daylight Time),(852) 620-2103,A.L.,71857,k.blacklack@num.edu,Diners Club United States & Canada,5430xxxxxxxx5363,09/23,male,WTNV,2,$1124.5700000000002,7,$5475.69,11,$12435.18
Dr. Wayne Hunter,male,718-07-8633,2/20/2005,(468) 359-8035,MD,12627,w.hunterunter@nazwaec.com,American Express,3434xxxxxxx8567,06/27,male,WFMD,3,$1314.35,4,$3432.33,13,$8397.099999999999
Miss Marguerite Leonard,female,258-40-7106,6/1/2006,(466) 923-7166,North Dakota,21765,m.leonardeonard@seb.gov,Discover Card,6011xxxxxxxx8119,07/19,female,KFUD,2,$1209.38,7,$4559.63,16,$12590.25
Jean Soto,female,655-79-2944,Mon Jan 03 2005 15:44:23 GMT-0500 (Eastern Standard Time),5779547092,N.H.,42595-5028,j.Soto@tego.edu,American Express,3468xxxxxxx2023,06/26,female,WWKG,3,$2091.27,8,$6504.59,9,$11038.13
Vera Shelton,female,707-36-3840,8/14/2009,(475) 883-7032,ME,65115-4914,v.sheltonhelton@geb.gov,American Express,3410xxxxxxx4357,07/20,female,WBUU,1,$656.83,5,$4706.72,15,$11640.96
Frederick Ramos,male,818-17-0729,8/8/2006,(569) 648-7334,Georgia,45580,f.ramosamos@becawore.com,Mastercard,5110xxxxxxxx3065,06/17,male,WRBT,3,$1817.8700000000001,8,$6634.55,14,$14625.670000000002
Doctor Rosa Edwards,female,805-20-8841,9/6/2011,3774135653,NM,46970,r.edwardsdwards@fegoffal.gov,Visa,4734xxxxxxxx1793,01/27,female,KAAS,3,$1225.81,6,$5237.08,14,$11480.420000000002
Mr. Paul McCoy,male,092-09-4107,12/16/2014,9022512409,AL,09249,p.McCoy@juci.net,American Express,3485xxxxxxx3950,04/21,male,WCDX,4,$651.5600000000001,5,$2154.42,7,$6338.320000000001
Doctor Vernon Meyer,male,332-28-9526,6/4/2016,(962) 723-3255,MS,71033-6524,v.Meyer@tuju.edu,Visa,4517xxxxxxxx2092,03/25,male,WAJT,2,$990.81,3,$2261.16,4,$5158.76
Mr. Cody Reynolds,male,375-08-2670,Tue Feb 12 2008 00:43:56 GMT-0500 (Eastern Standard Time),(347) 467-4638,G.A.,69004,c.reynoldseynolds@inohej.edu,American Express,3461xxxxxxx6885,06/24,male,WSDU,4,$2585.65,5,$6150.16,6,$8650.509999999998
Mrs. Ada Davis,female,982-56-2830,Tue Mar 29 2005 07:05:19 GMT-0400 (Eastern Daylight Time),2175513059,I.L.,97475-0631,a.Davis@darhefen.com,American Express,3483xxxxxxx8398,06/24,female,WJAO,5,$3631.31,9,$6774.860000000001,12,$11941.11
Nell Carroll,female,563-78-5637,3/29/2007,3394433186,C.T.,84904-8078,n.carrollarroll@kiugtor.org,Discover Card,6011xxxxxxxx5653,04/22,female,WWPW,2,$1451.15,5,$3734.62,15,$12402.149999999998
Addie Collins,female,768-41-1932,Mon Mar 31 2008 09:45:19 GMT-0400 (Eastern Daylight Time),8263864251,S.D.,57594,a.collinsollins@ga.ca,Visa,4063xxxxxxxx9591,10/17,female,KXZC,3,$1100.15,6,$3617.31,8,$8368.54
Mr. Charlie Butler,male,420-84-8919,23/12/2008,5893021338,Alabama,51571,c.butlerutler@ecubeen.ca,Mastercard,5158xxxxxxxx8852,12/22,male,WRLI,3,$1609.31,7,$4427.709999999999,11,$10601.47
Doctor Helen Obrien,female,027-91-2482,6/26/2006,5773318483,South Carolina,89275-8262,h.obrienbrien@ta.gov,American Express,3418xxxxxxx2519,03/21,female,WEJE,3,$1580.13,7,$5631.36,14,$12259.750000000002
Dr. Willie Figueroa,female,930-97-7493,Tue Jan 26 2016 09:49:47 GMT-0500 (Eastern Standard Time),(561) 970-2769,Washington,07227,w.figueroaigueroa@nuc.org,Mastercard,5130xxxxxxxx0469,09/20,female,KGWB,5,$2057.94,9,$6186.39,11,$11759.539999999997
Jean Wilson,female,592-36-6436,8/9/2006,(308) 465-7701,M.O.,21022-0597,j.wilsonilson@liasevog.edu,Visa,4139xxxxxxxx3098,11/20,female,KMCN,3,$2167.6099999999997,4,$4284.23,10,$9382.61
Dr. Oscar Pierce,male,548-39-6234,Wed Oct 04 2006 10:13:30 GMT-0400 (Eastern Daylight Time),2553228026,Oklahoma,70055,o.pierceierce@pitnab.net,Visa,4842xxxxxxxx6416,05/20,male,KUJM,1,$564.93,2,$1475.4099999999999,7,$5541.26
Dr. Jorge Vargas,male,306-79-8923,Sun Apr 11 2010 02:58:39 GMT-0400 (Eastern Daylight Time),(274) 897-9049,VT,66325,j.vargasargas@kulvoah.com,Discover Card,6011xxxxxxxx0984,08/17,male,WNFF,0,$0,3,$1959.8600000000001,12,$8293.349999999999
Doctor Maude Cummings,female,969-96-7107,Sun Feb 08 2015 14:02:30 GMT-0500 (Eastern Standard Time),(520) 774-8893,North Carolina,40483,m.cummingsummings@vobesooja.edu,Mastercard,5126xxxxxxxx3147,09/27,female,WGKO,3,$1146.3200000000002,6,$4777.7300000000005,12,$11341.770000000002
Ida Tate,female,311-89-4982,9/22/2010,7288368194,AK,41639,i.Tate@unuugi.edu,Visa,4998xxxxxxxx3242,01/27,female,KKPS,0,$0,1,$387.76,4,$2133.54
Misses Myrtle Bowen,female,910-27-7403,4/8/2008,(521) 425-5945,OH,67262,m.bowenowen@ofgal.net,Diners Club United States & Canada,5494xxxxxxxx2661,08/24,female,WAZW,1,$880.99,5,$3366.02,13,$9215.14
Cole Martin,male,423-24-9785,9/3/2011,2172217555,NE,38412,c.martinartin@usu.com,American Express,3417xxxxxxx9339,06/21,male,KGYM,5,$2548.39,8,$5596.349999999999,10,$11884.509999999998
Lucy Mills,female,354-04-9344,6/21/2009,(885) 899-6396,Vermont,29466,l.Mills@di.ca,Discover Card,6011xxxxxxxx3166,10/27,female,WRUS,3,$1111.53,7,$4747.66,11,$10541.169999999998
Doctor Glenn Bishop,male,702-27-4410,Thu Oct 08 2009 00:09:26 GMT-0400 (Eastern Daylight Time),9309651517,SD,31648-2217,g.bishopishop@felnili.edu,Mastercard,5120xxxxxxxx6715,02/18,male,KBCV,4,$977.2499999999999,9,$7080.22,15,$14646.190000000002
Steven Brock,male,340-77-7023,22/7/2008,(261) 691-7810,AL,45846,s.brockrock@rekow.info,American Express,3449xxxxxxx8278,09/21,male,WXVR,1,$425.09,4,$2610.29,8,$6704.89
Mamie Pope,female,643-41-4792,18/9/2009,5163141339,Maine,92580,m.popeope@josaw.edu,Visa,4102xxxxxxxx7207,01/22,female,WDBA,4,$2243.7,8,$5563.77,11,$11396.490000000002
Lawrence Cooper,male,159-08-7033,4/3/2013,7769715249,Vermont,39354-9182,l.Cooper@be.com,Discover Card,6011xxxxxxxx3022,01/25,male,WVDU,1,$150.88,4,$2995.81,6,$6016.8099999999995
Lura Pierce,female,743-92-4177,10/10/2012,(276) 256-1100,W.A.,55243-7780,l.Pierce@roclo.au,Discover Card,6011xxxxxxxx7204,08/19,female,KREQ,0,$0,4,$2455.58,14,$7082.780000000001
Mr. Nathan Ramirez,male,207-92-6884,Fri Dec 26 2014 02:12:17 GMT-0500 (Eastern Standard Time),6419147246,Wyoming,56906-5328,n.ramirezamirez@fin.edu,Discover Card,6011xxxxxxxx1793,01/24,male,KSHW,3,$1856.02,7,$5410.870000000001,12,$12134.16
Estella Gutierrez,female,884-90-7702,Mon Feb 20 2017 10:50:21 GMT-0500 (Eastern Standard Time),7864541112,Idaho,64049,e.gutierrezutierrez@rob.ca,American Express,3465xxxxxxx8483,09/19,female,KGHC,0,$0,4,$2940.44,10,$6829.710000000001
Thomas Hall,male,649-26-4399,Tue Jan 03 2006 07:29:44 GMT-0500 (Eastern Standard Time),(386) 526-1764,MO,77098,t.hallall@ahcatik.edu,Diners Club United States & Canada,5471xxxxxxxx6411,08/27,male,KDVD,0,$0,4,$1695.52,7,$5216.49
Misses Mollie Lopez,female,365-61-9042,Thu Nov 29 2012 07:04:55 GMT-0500 (Eastern Standard Time),9678617428,MS,76973,m.lopezopez@ubemi.co,Mastercard,5106xxxxxxxx7494,07/18,female,WOXA,1,$88.87,6,$3059.6499999999996,8,$6563.659999999998
Jesus Hughes,male,786-49-9145,Sat Jan 03 2015 10:32:05 GMT-0500 (Eastern Standard Time),4504544714,Texas,92899-2863,j.hughesughes@jupubibo.org,Diners Club United States & Canada,5450xxxxxxxx7145,03/24,male,KXLF,4,$2260.37,7,$6957.92,9,$12655.689999999999
Hallie Hampton,female,113-18-1624,7/9/2013,7605019712,WY,68737,h.Hampton@kumowi.net,Mastercard,5122xxxxxxxx8663,01/18,female,KITD,2,$980.18,7,$4706.38,13,$11574.739999999998
Oscar Daniel,male,962-04-1961,1/29/2008,7067124774,Iowa,20738-9886,o.danielaniel@cus.co,Diners Club United States & Canada,5435xxxxxxxx9686,02/23,male,KTWN,2,$774.44,7,$2726.26,10,$7800.9
Dr. Garrett McLaughlin,male,754-93-5210,Sun Aug 26 2007 10:36:23 GMT-0400 (Eastern Daylight Time),(630) 328-6689,N.D.,34664-0520,g.mclaughlincLaughlin@homevi.edu,Mastercard,5153xxxxxxxx2031,07/20,male,KXLJ,4,$1832.9499999999998,8,$8009.339999999999,12,$13787.49
Glenn Gross,male,677-77-2785,Wed Jul 15 2015 10:20:59 GMT-0400 (Eastern Daylight Time),(489) 466-3068,M.S.,75015-5342,g.grossross@dubzetub.net,Discover Card,6011xxxxxxxx9858,07/21,male,WPSU,3,$1686.37,6,$4086.4599999999996,13,$10718.050000000001
Johnny Frank,male,776-39-7678,Sat Oct 20 2007 20:41:57 GMT-0400 (Eastern Daylight Time),(333) 733-9061,Wisconsin,41149-7584,j.Frank@secsi.nz,Diners Club United States & Canada,5477xxxxxxxx2661,09/24,male,WLZL,1,$905.02,3,$2856.0899999999997,10,$7253.259999999999
Mr. Derek Ingram,male,191-09-9107,13/1/2007,3079342132,SD,59923-4632,d.ingramngram@dicno.de,Visa,4260xxxxxxxx3538,07/25,male,KWSO,4,$2187.55,6,$5931.75,14,$12949.439999999997
Mr. Jim McDonald,male,882-48-6960,2/27/2016,(735) 622-2429,Delaware,52376,j.McDonald@je.com,American Express,3459xxxxxxx2953,06/21,male,WNRV,0,$0,2,$1212.27,3,$3422.75
Lela Reeves,female,020-67-1570,Tue Sep 16 2008 17:33:18 GMT-0400 (Eastern Daylight Time),5836418209,West Virginia,40405,l.Reeves@dawaki.de,American Express,3458xxxxxxx2948,08/21,female,WUJZ,5,$2608.7200000000003,7,$6421.24,11,$12875.12
Mister Dominic Owen,male,437-95-6600,9/15/2013,6415111330,M.N.,14968-4578,d.owenwen@losoboboj.org,Visa,4075xxxxxxxx0141,01/23,male,KJDC,0,$0,2,$324.65,9,$5204.49
Bertie Pearson,female,088-08-7699,Fri Jul 13 2007 02:50:48 GMT-0400 (Eastern Daylight Time),5608914812,New Jersey,67603-9430,b.Pearson@fa.com,Mastercard,5184xxxxxxxx6648,10/22,female,WMSZ,3,$2191.11,6,$4839.59,12,$11539.809999999998
Paul Moore,male,445-51-6819,1/22/2016,(727) 800-1233,NM,59076-3558,p.mooreoore@ifikehga.info,American Express,3444xxxxxxx1329,08/22,male,KCWD,0,$0,4,$1664.0600000000002,9,$6356.66
Corey Carson,male,570-68-3584,Wed Dec 08 2004 02:42:09 GMT-0500 (Eastern Standard Time),(537) 876-8236,Oregon,51359,c.carsonarson@ci.net,Discover Card,6011xxxxxxxx1737,08/25,male,KPQH,4,$2020.85,8,$5458.46,11,$10579.800000000001
Doctor Allen Casey,male,472-76-6090,5/4/2012,7773744113,South Carolina,27971,a.caseyasey@pot.org,Discover Card,6011xxxxxxxx6053,11/19,male,WPAN,5,$2871.9900000000002,8,$7342.490000000002,13,$14251.28
Dr. Kevin Moody,male,506-53-1146,Sun Mar 27 2005 11:37:55 GMT-0400 (Eastern Daylight Time),6693387975,Wisconsin,78074-0685,k.Moody@ful.com,Visa,4597xxxxxxxx7457,04/23,male,WRPD,1,$819.18,6,$5170.57,16,$11801.449999999999
Misses Minnie Gonzalez,female,807-67-3017,3/6/2014,6083376563,Mississippi,23722-8524,m.gonzalezonzalez@fuop.de,Discover Card,6011xxxxxxxx3920,06/18,female,WPCT,4,$1786.09,9,$5787.57,16,$11957.11
Brett Dawson,male,117-71-1098,Sun Jun 08 2008 08:50:55 GMT-0400 (Eastern Daylight Time),5249194365,MO,61996,b.dawsonawson@zabzacruh.ca,Visa,4539xxxxxxxx1767,10/24,male,KVUN,3,$1152.29,8,$4931.669999999999,10,$9999.039999999999
Dr. Wayne Woods,male,925-45-0248,10/28/2007,6382176397,ME,84765-8764,w.woodsoods@mahsaciv.com,Mastercard,5121xxxxxxxx6081,07/23,male,WBDP,5,$2063.8599999999997,8,$5286.159999999999,9,$9795.02
Doctor Betty Quinn,female,808-39-2299,2/12/2007,(514) 948-6539,Oklahoma,80664-6042,b.quinnuinn@ojra.org,Discover Card,6011xxxxxxxx0495,05/22,female,KMVV,1,$627.59,2,$1272.12,11,$6497.109999999999
Isaiah Wright,male,041-32-7723,Sat Feb 27 2016 19:59:07 GMT-0500 (Eastern Standard Time),(201) 882-6032,Montana,91827-5817,i.wrightright@birfiiv.gov,Mastercard,5191xxxxxxxx2262,05/18,male,KUAN,0,$0,1,$395.35,3,$1524.7599999999998
Mister Lloyd Olson,male,299-31-2752,Sun Feb 19 2012 04:13:31 GMT-0500 (Eastern Standard Time),3173514211,T.X.,68249,l.Olson@mumduvge.nz,American Express,3469xxxxxxx6148,08/19,male,KWJX,4,$1057.12,9,$5718.459999999999,10,$11084.009999999998
Jeremy Malone,male,860-20-0126,Sun Feb 01 2015 19:50:01 GMT-0500 (Eastern Standard Time),5372296227,N.V.,38449-5798,j.Malone@leov.gov,Visa,4821xxxxxxxx6686,02/19,male,KWZV,3,$1210.37,7,$4590.959999999999,11,$10675.24
Benjamin Welch,male,153-88-2988,6/21/2013,2416594991,A.K.,60757,b.welchelch@rid.org,Discover Card,6011xxxxxxxx5845,07/20,male,KJTJ,5,$1825.22,7,$5541.76,16,$11674.12
Mr. Kenneth Sparks,male,450-31-3704,Fri Sep 17 2010 07:45:51 GMT-0400 (Eastern Daylight Time),(647) 650-4708,WV,02403-1904,k.sparksparks@sid.gov,American Express,3435xxxxxxx8438,12/25,male,WVXV,3,$829.55,5,$4282.16,8,$8377.2
Mister Trevor Ball,male,893-12-8740,Tue May 17 2011 11:04:19 GMT-0400 (Eastern Daylight Time),(283) 284-4493,M.T.,15663-4846,t.ballall@vugut.co,Visa,4117xxxxxxxx5015,10/19,male,KWSZ,5,$2880.16,7,$6661.980000000001,14,$12619.090000000004
Mary Russell,female,135-87-1660,10/12/2011,5756398742,W.V.,08762,m.russellussell@zawuwic.co,Diners Club United States & Canada,5405xxxxxxxx0339,01/17,female,WNOD,0,$0,3,$1597.1100000000001,6,$5537.55
Leroy Luna,male,363-51-9531,Wed Apr 20 2016 12:02:59 GMT-0400 (Eastern Daylight Time),(686) 470-7516,North Carolina,30309,l.lunauna@ijepu.nz,American Express,3480xxxxxxx3464,12/23,male,WPRV,3,$1707.8400000000001,6,$5128.22,12,$10442.740000000002
Rosa Gregory,female,644-37-9987,Sat Mar 11 2006 22:48:02 GMT-0500 (Eastern Standard Time),(985) 406-3288,Iowa,63951,r.gregoryregory@judelhe.co,Visa,4736xxxxxxxx3208,04/23,female,KNPJ,4,$2264.12,8,$7420.6900000000005,9,$12048.83
Miss Louise George,female,632-79-1448,3/27/2011,(463) 628-9281,Montana,04428-5908,l.georgeeorge@agugine.com,American Express,3469xxxxxxx1111,09/17,female,KRKC,3,$1806.8799999999999,8,$5997.51,12,$11227.239999999998
Dr. Sylvia Garner,female,654-50-5407,Thu Jan 22 2009 08:01:35 GMT-0500 (Eastern Standard Time),6309732439,California,39736,s.garnerarner@pelimre.org,Mastercard,5183xxxxxxxx5874,11/23,female,KRUT,0,$0,3,$1465.13,6,$3934.46
Mister Leroy Hunter,male,072-96-2436,10/18/2007,(964) 314-1826,T.X.,98250,l.hunterunter@sopmitaz.edu,Diners Club United States & Canada,5450xxxxxxxx5377,11/23,male,KCRR,4,$1816.31,8,$6845.9400000000005,12,$10258.700000000003
Mr. Tony Spencer,male,885-17-6818,7/15/2006,(728) 253-3602,Louisiana,07810,t.spencerpencer@jeonuda.org,Mastercard,5129xxxxxxxx5139,08/22,male,WQGS,3,$1069.77,4,$3049.17,8,$7026.0599999999995
Troy Willis,male,604-37-2083,Tue Aug 05 2014 05:45:36 GMT-0400 (Eastern Daylight Time),8472421783,MA,78765-6662,t.willisillis@tanukabi.gov,Visa,4301xxxxxxxx8458,12/21,male,WNJN,3,$1790.58,7,$5921.360000000001,14,$13577.91
Doctor Logan Erickson,male,402-05-6192,28/1/2013,(201) 561-9842,NV,61324-1633,l.ericksonrickson@tipuvek.org,American Express,3477xxxxxxx5303,07/22,male,KESN,0,$0,3,$1680.1399999999999,11,$6855.4400000000005
Ivan West,male,363-60-7723,3/20/2011,8086509808,Alaska,45260-4941,i.westest@mutri.gov,Discover Card,6011xxxxxxxx3520,10/23,male,KNRX,5,$3000.63,9,$7565.159999999999,15,$14629.809999999998
Mr. Glen Harmon,male,321-16-9102,Fri Jan 02 2015 22:31:12 GMT-0500 (Eastern Standard Time),5316728893,ND,88153-8224,g.harmonarmon@sim.de,Visa,4374xxxxxxxx8501,10/22,male,KWCY,2,$874.99,4,$3193.24,14,$10217.369999999999
Frank Williamson,male,701-15-0112,2/22/2008,(258) 982-4186,West Virginia,65751,f.williamsonilliamson@kijdo.com,Diners Club United States & Canada,5480xxxxxxxx8947,09/25,male,WHNZ,3,$1636.1399999999999,4,$4109.31,10,$9628.310000000001
Mister Carlos Chambers,male,938-91-4118,Tue Feb 10 2009 16:18:39 GMT-0500 (Eastern Standard Time),(438) 998-5344,NC,72484-5689,c.chambershambers@uhe.net,Diners Club United States & Canada,5404xxxxxxxx8591,04/24,male,WTIE,5,$3039.4300000000003,7,$7259.27,12,$15262.32
Essie Lloyd,female,781-51-6913,Fri Mar 04 2011 03:50:56 GMT-0500 (Eastern Standard Time),5158386442,Hawaii,43381-9253,e.Lloyd@uduum.org,Discover Card,6011xxxxxxxx7679,05/27,female,KRNV,1,$876.74,2,$2758.78,10,$7546.1799999999985
Mollie Gross,female,126-02-9508,Tue Oct 27 2009 11:34:09 GMT-0400 (Eastern Daylight Time),9833523638,MO,83784-9746,m.grossross@mu.org,Discover Card,6011xxxxxxxx0722,08/20,female,KVXG,5,$3482.41,10,$7700.539999999999,11,$13999.600000000002
Dylan Castro,male,721-04-4709,Mon Oct 05 2009 20:41:15 GMT-0400 (Eastern Daylight Time),(982) 874-5032,Tennessee,23342,d.castroastro@he.com,Visa,4438xxxxxxxx0144,01/23,male,WBUX,0,$0,1,$979.38,6,$2553.28
Miss Nannie Alexander,female,797-65-8847,Sat Feb 04 2017 17:43:17 GMT-0500 (Eastern Standard Time),2832201794,Pennsylvania,24235,n.Alexander@gotu.com,Diners Club United States & Canada,5448xxxxxxxx3866,10/26,female,WOYO,5,$2308.7599999999998,8,$7778.25,11,$13330.47
Mr. Cameron Schmidt,male,858-24-2258,Fri Aug 11 2017 15:17:39 GMT-0400 (Eastern Daylight Time),6142997112,Minnesota,95735,c.schmidtchmidt@juzo.org,Discover Card,6011xxxxxxxx4056,09/18,male,WQXB,4,$2498.7699999999995,6,$5367.07,16,$15005.029999999997
Mrs. Flora Pearson,female,440-96-8301,27/7/2012,(669) 354-3267,Utah,32118,f.Pearson@revoni.org,Diners Club United States & Canada,5460xxxxxxxx2263,12/20,female,KEPI,2,$1907.5900000000001,6,$5289.92,9,$9308.319999999998
Benjamin Young,male,359-33-2104,Mon Oct 27 2008 07:37:45 GMT-0400 (Eastern Daylight Time),(778) 576-4981,North Dakota,34737,b.youngoung@vosa.edu,American Express,3484xxxxxxx7330,05/21,male,KMMA,0,$0,1,$522.4,5,$2783.5100000000007
Christine Reed,female,538-61-8879,Thu Apr 06 2017 23:53:04 GMT-0400 (Eastern Daylight Time),(232) 993-5514,South Carolina,57336,c.Reed@kir.de,Discover Card,6011xxxxxxxx5889,03/25,female,WRFG,1,$579.87,3,$2875.7599999999998,4,$4581.34
Rebecca Rogers,female,338-40-9003,4/6/2007,(374) 849-5050,Colorado,04991-9519,r.rogersogers@os.com,American Express,3455xxxxxxx7541,04/17,female,KHGV,0,$0,2,$237.48000000000002,4,$2478.56
Dr. Arthur Harper,male,048-00-6957,Thu Feb 03 2011 07:53:45 GMT-0500 (Eastern Standard Time),(306) 707-2089,Ohio,20749-6272,a.harperarper@menuk.gov,Discover Card,6011xxxxxxxx7731,01/20,male,WVNC,0,$0,5,$2537.26,7,$6229.21
Ronnie Fletcher,male,717-61-1091,26/1/2012,6672777577,South Dakota,41362,r.fletcherletcher@juk.net,Discover Card,6011xxxxxxxx0549,01/20,male,KVCK,5,$2077.58,8,$5618.010000000001,10,$11924.980000000001
Doctor Abbie Goodwin,female,650-56-1708,Thu Mar 24 2005 03:57:45 GMT-0400 (Eastern Daylight Time),9337766882,KS,18645,a.goodwinoodwin@ezuizota.net,Discover Card,6011xxxxxxxx0119,09/19,female,KFIT,1,$294.08,2,$1787.97,5,$4559.22
Ida Barber,female,477-34-5367,Wed Aug 09 2006 17:06:53 GMT-0400 (Eastern Daylight Time),2595507940,M.I.,25479-7314,i.Barber@jeovla.edu,Discover Card,6011xxxxxxxx6949,04/17,female,WQPI,4,$2051.46,8,$5659.339999999999,14,$13244.06
Betty Dennis,female,807-04-9574,20/3/2006,(331) 641-2393,Oklahoma,33935,b.dennisennis@oceavcof.org,Discover Card,6011xxxxxxxx2946,10/22,female,KHAN,3,$1113.42,4,$1682.08,10,$8434.8
Misses Gertrude Norton,female,125-58-4760,Sat Nov 15 2008 09:45:38 GMT-0500 (Eastern Standard Time),(328) 558-4971,SC,24465,g.Norton@omub.gov,Diners Club United States & Canada,5408xxxxxxxx4165,09/27,female,WZFN,4,$1198.27,8,$5252.73,18,$14255.710000000001
Misses Maud Sharp,female,533-45-8614,Fri Nov 29 2013 09:23:14 GMT-0500 (Eastern Standard Time),2219342537,I.L.,91295-6567,m.sharpharp@atepeih.co,Discover Card,6011xxxxxxxx2586,07/20,female,WLAR,5,$3163.83,10,$7982.360000000001,14,$15413.789999999999
Doctor Minnie Wood,female,011-54-7847,5/19/2011,(939) 635-4088,D.E.,56163-0259,m.woodood@cemad.gov,Discover Card,6011xxxxxxxx7308,08/24,female,WPIR,0,$0,5,$2927.4900000000002,8,$5667.530000000001
Carlos Hunter,male,085-99-3352,18/10/2015,3073522495,Delaware,08899-5824,c.hunterunter@ojzaf.de,Diners Club United States & Canada,5495xxxxxxxx0514,12/21,male,WAAU,4,$1992.9599999999998,5,$3819.6099999999997,9,$9499.939999999999
Olga Swanson,female,470-59-4485,1/3/2010,4617223476,Pennsylvania,09038-5689,o.swansonwanson@ducte.gov,Diners Club United States & Canada,5467xxxxxxxx2296,06/22,female,WBUY,2,$927.5999999999999,5,$3573.3199999999997,9,$8559.9
Cornelia Becker,female,390-05-3612,Mon Sep 23 2013 17:48:49 GMT-0400 (Eastern Daylight Time),7682398653,KY,81190-7777,c.Becker@basva.edu,Diners Club United States & Canada,5461xxxxxxxx7777,05/24,female,WYBH,4,$1786.4899999999998,5,$4282.94,15,$13136.319999999998
Donald Ingram,male,011-19-7409,Sun Nov 27 2011 13:04:19 GMT-0500 (Eastern Standard Time),(253) 942-5204,M.E.,20898-2223,d.Ingram@jafig.de,Discover Card,6011xxxxxxxx2684,03/24,male,WACR,1,$491.62,5,$2024.7199999999998,11,$9118.08
Dr. Lewis Miller,male,107-81-3618,2/5/2012,4886142135,Washington,86157-8234,l.milleriller@ahoizoan.com,Diners Club United States & Canada,5497xxxxxxxx8987,05/17,male,KQFJ,3,$1880.5,7,$6229.3,11,$11615.54
Miss Grace Price,female,698-93-1657,1/7/2016,(237) 457-4524,N.M.,08445-6449,g.pricerice@dot.org,Visa,4393xxxxxxxx9886,11/27,female,KZST,5,$2122.88,7,$4720.06,9,$10457.570000000002
Eleanor Poole,female,971-03-4117,Wed May 23 2007 22:26:20 GMT-0400 (Eastern Daylight Time),3752283213,Kentucky,26325,e.pooleoole@suecu.edu,Discover Card,6011xxxxxxxx4378,05/27,female,WGUA,1,$369.21,5,$3509.64,9,$6821.09
Dr. Wayne Goodman,male,586-15-9978,Wed Jul 19 2017 23:28:53 GMT-0400 (Eastern Daylight Time),(336) 337-1846,WI,70393-5169,w.goodmanoodman@gozmam.de,Mastercard,5108xxxxxxxx2391,03/22,male,WGBY,2,$756.1700000000001,3,$1128.44,7,$5271.620000000001
